INDEX,RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,POINTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,RESET POINTS,TOURNAMENT NAME,SEASON,WEEK NUMBER
40310,T29,T28,Darron Stiles,1,146,0,0,,,EDS Byron Nelson Championship,2007,18
40311,T29,T38,Doug LaBelle II,1,146,0,0,,,EDS Byron Nelson Championship,2007,18
40312,T29,,Stephen Leaney,1,146,0,0,,,EDS Byron Nelson Championship,2007,18
40313,T29,T74,Troy Matteson,1,146,0,0,,,EDS Byron Nelson Championship,2007,18
40314,T29,T79,Kevin Sutherland,1,146,0,0,,,EDS Byron Nelson Championship,2007,18
40315,T29,T38,Craig Bowden,1,146,0,0,,,EDS Byron Nelson Championship,2007,18
40316,T29,,Kent Jones,1,146,0,0,,,EDS Byron Nelson Championship,2007,18
40317,T29,,Kris Cox,1,146,0,0,,,EDS Byron Nelson Championship,2007,18
40318,T29,,Arron Oberholser,1,146,0,0,,,EDS Byron Nelson Championship,2007,18
40319,T39,,John Senden,1,103,0,0,,,EDS Byron Nelson Championship,2007,18
40320,T39,T15,Daniel Chopra,1,103,0,0,,,EDS Byron Nelson Championship,2007,18
40321,T39,,Robert Allenby,1,103,0,0,,,EDS Byron Nelson Championship,2007,18
40322,T39,,Billy Mayfair,1,103,0,0,,,EDS Byron Nelson Championship,2007,18
40323,T39,T56,Matt Kuchar,1,103,0,0,,,EDS Byron Nelson Championship,2007,18
40324,T44,,Jason Gore,1,74,0,0,,,EDS Byron Nelson Championship,2007,18
40325,T44,T28,Steve Elkington,1,74,0,0,,,EDS Byron Nelson Championship,2007,18
40326,T44,,Dudley Hart,1,74,0,0,,,EDS Byron Nelson Championship,2007,18
40327,T44,,Gavin Coles,1,74,0,0,,,EDS Byron Nelson Championship,2007,18
40328,T44,,Anders Hansen,1,74,0,0,,,EDS Byron Nelson Championship,2007,18
40329,T44,T44,Shigeki Maruyama,1,74,0,0,,,EDS Byron Nelson Championship,2007,18
40330,T50,,Jeff Gove,1,60,0,0,,,EDS Byron Nelson Championship,2007,18
40331,T50,,Justin Leonard,1,60,0,0,,,EDS Byron Nelson Championship,2007,18
40332,T50,,Brendon de Jonge,1,60,0,0,,,EDS Byron Nelson Championship,2007,18
40333,T50,T3,Anthony Kim,1,60,0,0,,,EDS Byron Nelson Championship,2007,18
40334,T54,,D.J. Trahan,1,57,0,0,,,EDS Byron Nelson Championship,2007,18
40335,T54,T28,Jason Schultz,1,57,0,0,,,EDS Byron Nelson Championship,2007,18
40336,T54,T11,Mathias Gronberg,1,57,0,0,,,EDS Byron Nelson Championship,2007,18
40337,T54,T66,Craig Kanada,1,57,0,0,,,EDS Byron Nelson Championship,2007,18
40338,T54,T24,Tim Petrovic,1,57,0,0,,,EDS Byron Nelson Championship,2007,18
40339,T59,T79,Rich Barcelo,1,55,0,0,,,EDS Byron Nelson Championship,2007,18
40340,T59,,Brandt Snedeker,1,55,0,0,,,EDS Byron Nelson Championship,2007,18
40341,T61,,Robert Garrigus,1,53,0,0,,,EDS Byron Nelson Championship,2007,18
40342,T61,T79,Joe Ogilvie,1,53,0,0,,,EDS Byron Nelson Championship,2007,18
40343,T61,,Bernhard Langer,1,53,0,0,,,EDS Byron Nelson Championship,2007,18
40344,T61,,Cliff Kresge,1,53,0,0,,,EDS Byron Nelson Championship,2007,18
40345,65,,Glen Day,1,52,0,0,,,EDS Byron Nelson Championship,2007,18
40346,T66,,J.L. Lewis,1,51,0,0,,,EDS Byron Nelson Championship,2007,18
40347,T66,,Pat Perez,1,51,0,0,,,EDS Byron Nelson Championship,2007,18
40348,68,,Sergio Garcia,1,50,0,0,,,EDS Byron Nelson Championship,2007,18
40349,69,T44,Charlie Wi,1,50,0,0,,,EDS Byron Nelson Championship,2007,18
40350,T70,,Marco Dawson,1,49,0,0,,,EDS Byron Nelson Championship,2007,18
40351,T70,,Parker McLachlin,1,49,0,0,,,EDS Byron Nelson Championship,2007,18
40352,1,,Nick Watney,1,"4,500",1,1,,,Zurich Classic of New Orleans,2007,17
40353,2,T10,Ken Duke,1,"2,700",0,1,,,Zurich Classic of New Orleans,2007,17
40354,T3,T36,Anthony Kim,1,"1,450",0,1,,,Zurich Classic of New Orleans,2007,17
40355,T3,,John Mallinger,1,"1,450",0,1,,,Zurich Classic of New Orleans,2007,17
40356,T5,,Bubba Watson,1,913,0,1,,,Zurich Classic of New Orleans,2007,17
40357,T5,,Chris Stroud,1,913,0,1,,,Zurich Classic of New Orleans,2007,17
40358,T5,T23,Mark Calcavecchia,1,913,0,1,,,Zurich Classic of New Orleans,2007,17
40359,T8,,Bob Estes,1,725,0,1,,,Zurich Classic of New Orleans,2007,17
40360,T8,,Alex Cejka,1,725,0,1,,,Zurich Classic of New Orleans,2007,17
40361,T8,,Lucas Glover,1,725,0,1,,,Zurich Classic of New Orleans,2007,17
40362,T11,T55,Ryan Moore,1,550,0,0,,,Zurich Classic of New Orleans,2007,17
40363,T11,,Mathias Gronberg,1,550,0,0,,,Zurich Classic of New Orleans,2007,17
40364,T11,T49,Jeff Maggert,1,550,0,0,,,Zurich Classic of New Orleans,2007,17
40365,T11,,Steve Stricker,1,550,0,0,,,Zurich Classic of New Orleans,2007,17
40366,T15,,Daniel Chopra,1,425,0,0,,,Zurich Classic of New Orleans,2007,17
40367,T15,,Harrison Frazar,1,425,0,0,,,Zurich Classic of New Orleans,2007,17
40368,T15,7,Sean O'Hair,1,425,0,0,,,Zurich Classic of New Orleans,2007,17
40369,T18,,Duffy Waldorf,1,315,0,0,,,Zurich Classic of New Orleans,2007,17
40370,T18,,Woody Austin,1,315,0,0,,,Zurich Classic of New Orleans,2007,17
40371,T18,,Frank Lickliter II,1,315,0,0,,,Zurich Classic of New Orleans,2007,17
40372,T18,,Shaun Micheel,1,315,0,0,,,Zurich Classic of New Orleans,2007,17
40373,T18,,Michael Sim,1,315,0,0,,,Zurich Classic of New Orleans,2007,17
40374,T18,,John Merrick,1,315,0,0,,,Zurich Classic of New Orleans,2007,17
40375,T24,,Kyle Reifers,1,213,0,0,,,Zurich Classic of New Orleans,2007,17
40376,T24,,Lee Janzen,1,213,0,0,,,Zurich Classic of New Orleans,2007,17
40377,T24,69,Tim Petrovic,1,213,0,0,,,Zurich Classic of New Orleans,2007,17
40378,T24,,Scott Gutschewski,1,213,0,0,,,Zurich Classic of New Orleans,2007,17
40379,T28,T10,Bo Van Pelt,1,153,0,0,,,Zurich Classic of New Orleans,2007,17
40380,T28,,Jason Schultz,1,153,0,0,,,Zurich Classic of New Orleans,2007,17
40381,T28,,Darron Stiles,1,153,0,0,,,Zurich Classic of New Orleans,2007,17
40382,T28,T29,Mathew Goggin,1,153,0,0,,,Zurich Classic of New Orleans,2007,17
40383,T28,T36,Steve Elkington,1,153,0,0,,,Zurich Classic of New Orleans,2007,17
40384,T28,15,Jesper Parnevik,1,153,0,0,,,Zurich Classic of New Orleans,2007,17
40385,T28,,Michael Allen,1,153,0,0,,,Zurich Classic of New Orleans,2007,17
40386,T28,,Michael Putnam,1,153,0,0,,,Zurich Classic of New Orleans,2007,17
40387,T28,T49,Will MacKenzie,1,153,0,0,,,Zurich Classic of New Orleans,2007,17
40388,T28,,Jarrod Lyle,1,153,0,0,,,Zurich Classic of New Orleans,2007,17
40389,T38,,Craig Bowden,1,105,0,0,,,Zurich Classic of New Orleans,2007,17
40390,T38,,John Huston,1,105,0,0,,,Zurich Classic of New Orleans,2007,17
40391,T38,,Jerry Smith,1,105,0,0,,,Zurich Classic of New Orleans,2007,17
40392,T38,T36,Peter Lonard,1,105,0,0,,,Zurich Classic of New Orleans,2007,17
40393,T38,57,Doug LaBelle II,1,105,0,0,,,Zurich Classic of New Orleans,2007,17
40394,T38,T36,Ryan Palmer,1,105,0,0,,,Zurich Classic of New Orleans,2007,17
40395,T44,,Jason Dufner,1,68,0,0,,,Zurich Classic of New Orleans,2007,17
40396,T44,,George McNeill,1,68,0,0,,,Zurich Classic of New Orleans,2007,17
40397,T44,T29,Briny Baird,1,68,0,0,,,Zurich Classic of New Orleans,2007,17
40398,T44,,Charlie Wi,1,68,0,0,,,Zurich Classic of New Orleans,2007,17
40399,T44,,Danny Ellis,1,68,0,0,,,Zurich Classic of New Orleans,2007,17
40400,T44,,Carlos Franco,1,68,0,0,,,Zurich Classic of New Orleans,2007,17
40401,T44,65,Ryan Armour,1,68,0,0,,,Zurich Classic of New Orleans,2007,17
40402,T44,,David Toms,1,68,0,0,,,Zurich Classic of New Orleans,2007,17
40403,T44,,Jay Delsing,1,68,0,0,,,Zurich Classic of New Orleans,2007,17
40404,T44,,"Wes Short, Jr.",1,68,0,0,,,Zurich Classic of New Orleans,2007,17
40405,T44,,Shigeki Maruyama,1,68,0,0,,,Zurich Classic of New Orleans,2007,17
40406,T44,,Tom Johnson,1,68,0,0,,,Zurich Classic of New Orleans,2007,17
40407,T56,,Paul Stankowski,1,55,0,0,,,Zurich Classic of New Orleans,2007,17
40408,T56,68,Brian Bateman,1,55,0,0,,,Zurich Classic of New Orleans,2007,17
40409,T56,,Chris Smith,1,55,0,0,,,Zurich Classic of New Orleans,2007,17
40410,T56,,Vance Veazey,1,55,0,0,,,Zurich Classic of New Orleans,2007,17
40411,T56,,Steve Allan,1,55,0,0,,,Zurich Classic of New Orleans,2007,17
40412,T56,T44,Nathan Green,1,55,0,0,,,Zurich Classic of New Orleans,2007,17
40413,T56,T60,Matt Kuchar,1,55,0,0,,,Zurich Classic of New Orleans,2007,17
40414,T56,,Freddie Jacobson,1,55,0,0,,,Zurich Classic of New Orleans,2007,17
40415,T64,,Ted Purdy,1,53,0,0,,,Zurich Classic of New Orleans,2007,17
40416,T64,,Steve Wheatcroft,1,53,0,0,,,Zurich Classic of New Orleans,2007,17
40417,T66,,Ryuji Imada,1,50,0,0,,,Zurich Classic of New Orleans,2007,17
40418,T66,T29,Mark Hensby,1,50,0,0,,,Zurich Classic of New Orleans,2007,17
40419,T66,T63,Kirk Triplett,1,50,0,0,,,Zurich Classic of New Orleans,2007,17
40420,T66,,Kenny Perry,1,50,0,0,,,Zurich Classic of New Orleans,2007,17
40421,T66,,John Cook,1,50,0,0,,,Zurich Classic of New Orleans,2007,17
40422,T66,,Dan Forsman,1,50,0,0,,,Zurich Classic of New Orleans,2007,17
40423,T66,,Craig Kanada,1,50,0,0,,,Zurich Classic of New Orleans,2007,17
40424,T66,,Charley Hoffman,1,50,0,0,,,Zurich Classic of New Orleans,2007,17
40425,T74,,Rocco Mediate,1,47,0,0,,,Zurich Classic of New Orleans,2007,17
40426,T74,T16,Brian Gay,1,47,0,0,,,Zurich Classic of New Orleans,2007,17
40427,T74,,Kevin Stadler,1,47,0,0,,,Zurich Classic of New Orleans,2007,17
40428,T74,,Troy Matteson,1,47,0,0,,,Zurich Classic of New Orleans,2007,17
40429,78,,Craig Lile,1,46,0,0,,,Zurich Classic of New Orleans,2007,17
40430,T79,,Joe Ogilvie,1,44,0,0,,,Zurich Classic of New Orleans,2007,17
40431,T79,,Rich Barcelo,1,44,0,0,,,Zurich Classic of New Orleans,2007,17
40432,T79,,Chris Couch,1,44,0,0,,,Zurich Classic of New Orleans,2007,17
40433,T79,,Chris DiMarco,1,44,0,0,,,Zurich Classic of New Orleans,2007,17
40434,T79,,Kevin Sutherland,1,44,0,0,,,Zurich Classic of New Orleans,2007,17
40435,84,,Tommy Armour III,1,43,0,0,,,Zurich Classic of New Orleans,2007,17
40436,1,,Boo Weekley,1,"4,500",1,1,0,,Verizon Heritage,2007,16
40437,2,,Ernie Els,1,"2,700",0,1,"1,800",,Verizon Heritage,2007,16
40438,3,,Stephen Leaney,1,"1,700",0,1,"2,800",,Verizon Heritage,2007,16
40439,T4,,Kevin Na,1,"1,100",0,1,"3,400",,Verizon Heritage,2007,16
40440,T4,,Vaughn Taylor,1,"1,100",0,1,"3,400",,Verizon Heritage,2007,16
40441,6,,Zach Johnson,1,900,0,1,"3,600",,Verizon Heritage,2007,16
40442,7,,Sean O'Hair,1,838,0,1,"3,662",,Verizon Heritage,2007,16
40443,T8,,Carl Pettersson,1,750,0,1,"3,750",,Verizon Heritage,2007,16
40444,T8,,Jerry Kelly,1,750,0,1,"3,750",,Verizon Heritage,2007,16
40445,T10,,Dean Wilson,1,575,0,1,"3,925",,Verizon Heritage,2007,16
40446,T10,,Bo Van Pelt,1,575,0,1,"3,925",,Verizon Heritage,2007,16
40447,T10,,Ken Duke,1,575,0,1,"3,925",,Verizon Heritage,2007,16
40448,T10,,Aaron Baddeley,1,575,0,1,"3,925",,Verizon Heritage,2007,16
40449,T10,,Tom Pernice Jr.,1,575,0,1,"3,925",,Verizon Heritage,2007,16
40450,15,,Jesper Parnevik,1,450,0,,"4,050",,Verizon Heritage,2007,16
40451,T16,,Justin Leonard,1,375,0,,"4,125",,Verizon Heritage,2007,16
40452,T16,,Brian Gay,1,375,0,,"4,125",,Verizon Heritage,2007,16
40453,T16,,Brandt Snedeker,1,375,0,,"4,125",,Verizon Heritage,2007,16
40454,T16,,Jason Bohn,1,375,0,,"4,125",,Verizon Heritage,2007,16
40455,T16,,Rod Pampling,1,375,0,,"4,125",,Verizon Heritage,2007,16
40456,T21,,Stephen Ames,1,290,0,,"4,210",,Verizon Heritage,2007,16
40457,T21,,Fred Funk,1,290,0,,"4,210",,Verizon Heritage,2007,16
40458,T23,,Joe Durant,1,230,0,,"4,270",,Verizon Heritage,2007,16
40459,T23,,Nick O'Hern,1,230,0,,"4,270",,Verizon Heritage,2007,16
40460,T23,,Ben Crane,1,230,0,,"4,270",,Verizon Heritage,2007,16
40461,T23,,Mark Calcavecchia,1,230,0,,"4,270",,Verizon Heritage,2007,16
40462,T27,,Robert Garrigus,1,189,0,,"4,311",,Verizon Heritage,2007,16
40463,T27,,Jonathan Byrd,1,189,0,,"4,311",,Verizon Heritage,2007,16
40464,T29,,Camilo Villegas,1,156,0,,"4,344",,Verizon Heritage,2007,16
40465,T29,,Glen Day,1,156,0,,"4,344",,Verizon Heritage,2007,16
40466,T29,,J.P. Hayes,1,156,0,,"4,344",,Verizon Heritage,2007,16
40467,T29,,José Coceres,1,156,0,,"4,344",,Verizon Heritage,2007,16
40468,T29,,Mark Hensby,1,156,0,,"4,344",,Verizon Heritage,2007,16
40469,T29,,Briny Baird,1,156,0,,"4,344",,Verizon Heritage,2007,16
40470,T29,,Mathew Goggin,1,156,0,,"4,344",,Verizon Heritage,2007,16
40471,T36,,Peter Lonard,1,110,0,,"4,390",,Verizon Heritage,2007,16
40472,T36,,Steve Elkington,1,110,0,,"4,390",,Verizon Heritage,2007,16
40473,T36,,Davis Love III,1,110,0,,"4,390",,Verizon Heritage,2007,16
40474,T36,,Ryan Palmer,1,110,0,,"4,390",,Verizon Heritage,2007,16
40475,T36,,John Daly,1,110,0,,"4,390",,Verizon Heritage,2007,16
40476,T36,,J.B. Holmes,1,110,0,,"4,390",,Verizon Heritage,2007,16
40477,T36,,Anthony Kim,1,110,0,,"4,390",,Verizon Heritage,2007,16
40478,T36,,Mark Wilson,1,110,0,,"4,390",,Verizon Heritage,2007,16
40479,T44,,Nathan Green,1,76,0,,"4,424",,Verizon Heritage,2007,16
40480,T44,,Jeff Gove,1,76,0,,"4,424",,Verizon Heritage,2007,16
40481,T44,,Kent Jones,1,76,0,,"4,424",,Verizon Heritage,2007,16
40482,T44,,Charles Warren,1,76,0,,"4,424",,Verizon Heritage,2007,16
40483,T44,,Hunter Mahan,1,76,0,,"4,424",,Verizon Heritage,2007,16
40484,T49,,Will MacKenzie,1,60,0,,"4,440",,Verizon Heritage,2007,16
40485,T49,,Jason Gore,1,60,0,,"4,440",,Verizon Heritage,2007,16
40486,T49,,Stewart Cink,1,60,0,,"4,440",,Verizon Heritage,2007,16
40487,T49,,Jeff Maggert,1,60,0,,"4,440",,Verizon Heritage,2007,16
40488,T49,,Geoff Ogilvy,1,60,0,,"4,440",,Verizon Heritage,2007,16
40489,T49,,Tim Herron,1,60,0,,"4,440",,Verizon Heritage,2007,16
40490,T55,,Ryan Moore,1,57,0,,"4,443",,Verizon Heritage,2007,16
40491,T55,,D.J. Trahan,1,57,0,,"4,443",,Verizon Heritage,2007,16
40492,57,,Doug LaBelle II,1,56,0,,"4,444",,Verizon Heritage,2007,16
40493,T58,,Greg Owen,1,55,0,,"4,445",,Verizon Heritage,2007,16
40494,T58,,Scott Verplank,1,55,0,,"4,445",,Verizon Heritage,2007,16
40495,T60,,Heath Slocum,1,54,0,,"4,446",,Verizon Heritage,2007,16
40496,T60,,Ben Curtis,1,54,0,,"4,446",,Verizon Heritage,2007,16
40497,T60,,Matt Kuchar,1,54,0,,"4,446",,Verizon Heritage,2007,16
40498,T63,,Eric Axley,1,53,0,,"4,447",,Verizon Heritage,2007,16
40499,T63,,Kirk Triplett,1,53,0,,"4,447",,Verizon Heritage,2007,16
40500,65,,Ryan Armour,1,52,0,,"4,448",,Verizon Heritage,2007,16
40501,66,,David Branshaw,1,52,0,,"4,448",,Verizon Heritage,2007,16
40502,67,,Brandt Jobe,1,51,0,,"4,449",,Verizon Heritage,2007,16
40503,68,,Brian Bateman,1,51,0,,"4,449",,Verizon Heritage,2007,16
40504,69,,Tim Petrovic,1,50,0,,"4,450",,Verizon Heritage,2007,16
40505,69,,Tim Petrovic,1,50,0,,"4,450",,Verizon Heritage,2007,16
40506,1,,Zach Johnson,1,"4,950",1,1,,,Masters Tournament,2007,15
40507,T2,,Rory Sabbatini,1,"2,053",0,1,,,Masters Tournament,2007,15
40508,T2,,Tiger Woods,1,"2,053",0,1,,,Masters Tournament,2007,15
40509,T2,,Retief Goosen,1,"2,053",0,1,,,Masters Tournament,2007,15
40510,T5,,Justin Rose,1,"1,045",0,1,,,Masters Tournament,2007,15
40511,T5,,Jerry Kelly,1,"1,045",0,1,,,Masters Tournament,2007,15
40512,T7,T24,Padraig Harrington,1,887,0,1,,,Masters Tournament,2007,15
40513,T7,T2,Stuart Appleby,1,887,0,1,,,Masters Tournament,2007,15
40514,9,T27,David Toms,1,798,0,1,,,Masters Tournament,2007,15
40515,T10,,Luke Donald,1,688,0,1,,,Masters Tournament,2007,15
40516,T10,T27,Vaughn Taylor,1,688,0,1,,,Masters Tournament,2007,15
40517,T12,T62,Tim Clark,1,516,0,0,,,Masters Tournament,2007,15
40518,T12,,Ian Poulter,1,516,0,0,,,Masters Tournament,2007,15
40519,T12,,Vijay Singh,1,516,0,0,,,Masters Tournament,2007,15
40520,T12,,Jim Furyk,1,516,0,0,,,Masters Tournament,2007,15
40521,T16,,Stewart Cink,1,413,0,0,,,Masters Tournament,2007,15
40522,T16,,Henrik Stenson,1,413,0,0,,,Masters Tournament,2007,15
40523,T16,,Tom Pernice Jr.,1,413,0,0,,,Masters Tournament,2007,15
40524,T19,,Mark Calcavecchia,1,320,0,0,,,Masters Tournament,2007,15
40525,T19,,Mike Weir,1,320,0,0,,,Masters Tournament,2007,15
40526,T19,,John Rollins,1,320,0,0,,,Masters Tournament,2007,15
40527,T19,,Lucas Glover,1,320,0,0,,,Masters Tournament,2007,15
40528,T23,,Geoff Ogilvy,1,242,0,0,,,Masters Tournament,2007,15
40529,T23,,Phil Mickelson,1,242,0,0,,,Masters Tournament,2007,15
40530,T23,,Stephen Ames,1,242,0,0,,,Masters Tournament,2007,15
40531,T26,,Davis Love III,1,204,0,0,,,Masters Tournament,2007,15
40532,T26,T19,K.J. Choi,1,204,0,0,,,Masters Tournament,2007,15
40533,T26,1,Adam Scott,1,204,0,0,,,Masters Tournament,2007,15
40534,T29,,Fred Couples,1,163,0,0,,,Masters Tournament,2007,15
40535,T29,,Scott Verplank,1,163,0,0,,,Masters Tournament,2007,15
40536,T29,,Charles Howell III,1,163,0,0,,,Masters Tournament,2007,15
40537,T29,T56,Lee Westwood,1,163,0,0,,,Masters Tournament,2007,15
40538,T29,,Dean Wilson,1,163,0,0,,,Masters Tournament,2007,15
40539,T29,,Robert Karlsson,1,163,0,0,,,Masters Tournament,2007,15
40540,T35,,Tim Herron,1,121,0,0,,,Masters Tournament,2007,15
40541,T35,,Rod Pampling,1,121,0,0,,,Masters Tournament,2007,15
40542,T35,T19,Angel Cabrera,1,121,0,0,,,Masters Tournament,2007,15
40543,T35,,Brett Wetterich,1,121,0,0,,,Masters Tournament,2007,15
40544,T35,,J.J. Henry,1,121,0,0,,,Masters Tournament,2007,15
40545,40,,Sandy Lyle,1,102,0,0,,,Masters Tournament,2007,15
40546,T41,,Jose Maria Olazabal,1,85,0,0,,,Masters Tournament,2007,15
40547,T41,T49,David Howell,1,85,0,0,,,Masters Tournament,2007,15
40548,T43,,Jeff Sluman,1,70,0,0,,,Masters Tournament,2007,15
40549,T43,,Craig Stadler,1,70,0,0,,,Masters Tournament,2007,15
40550,45,,Brett Quigley,1,68,0,0,,,Masters Tournament,2007,15
40551,T46,,Aaron Baddeley,1,65,0,0,,,Masters Tournament,2007,15
40552,T46,,Carl Pettersson,1,65,0,0,,,Masters Tournament,2007,15
40553,48,,Rich Beem,1,64,0,0,,,Masters Tournament,2007,15
40554,T49,,Trevor Immelman,1,63,0,0,,,Masters Tournament,2007,15
40555,T49,,Ben Crenshaw,1,63,0,0,,,Masters Tournament,2007,15
40556,51,T9,Arron Oberholser,1,62,0,0,,,Masters Tournament,2007,15
40557,52,T56,Billy Mayfair,1,61,0,0,,,Masters Tournament,2007,15
40558,53,,Fuzzy Zoeller,1,61,0,0,,,Masters Tournament,2007,15
40559,1,T48,Adam Scott,1,"4,500",1,1,,,Shell Houston Open,2007,14
40560,T2,,Bubba Watson,1,"2,200",0,1,,,Shell Houston Open,2007,14
40561,T2,T28,Stuart Appleby,1,"2,200",0,1,,,Shell Houston Open,2007,14
40562,4,,Tommy Armour III,1,"1,200",0,1,,,Shell Houston Open,2007,14
40563,T5,,Hunter Mahan,1,913,0,1,,,Shell Houston Open,2007,14
40564,T5,,Robert Garrigus,1,913,0,1,,,Shell Houston Open,2007,14
40565,T5,,Anthony Kim,1,913,0,1,,,Shell Houston Open,2007,14
40566,8,,D.J. Trahan,1,775,0,1,,,Shell Houston Open,2007,14
40567,T9,,Johnson Wagner,1,625,0,1,,,Shell Houston Open,2007,14
40568,T9,T37,Arron Oberholser,1,625,0,1,,,Shell Houston Open,2007,14
40569,T9,,Bob Estes,1,625,0,1,,,Shell Houston Open,2007,14
40570,T9,,Bernhard Langer,1,625,0,1,,,Shell Houston Open,2007,14
40571,T9,T28,Steve Stricker,1,625,0,1,,,Shell Houston Open,2007,14
40572,T14,,Jeff Maggert,1,425,0,0,,,Shell Houston Open,2007,14
40573,T14,,Tom Byrum,1,425,0,0,,,Shell Houston Open,2007,14
40574,T14,,Paul Stankowski,1,425,0,0,,,Shell Houston Open,2007,14
40575,T14,,Bo Van Pelt,1,425,0,0,,,Shell Houston Open,2007,14
40576,T14,,Sean O'Hair,1,425,0,0,,,Shell Houston Open,2007,14
40577,T19,,Jonathan Byrd,1,303,0,0,,,Shell Houston Open,2007,14
40578,T19,T15,K.J. Choi,1,303,0,0,,,Shell Houston Open,2007,14
40579,T19,T15,Angel Cabrera,1,303,0,0,,,Shell Houston Open,2007,14
40580,T19,,Jason Gore,1,303,0,0,,,Shell Houston Open,2007,14
40581,T19,,Stephen Leaney,1,303,0,0,,,Shell Houston Open,2007,14
40582,T24,,Ryan Armour,1,220,0,0,,,Shell Houston Open,2007,14
40583,T24,,Daniel Chopra,1,220,0,0,,,Shell Houston Open,2007,14
40584,T24,T15,Padraig Harrington,1,220,0,0,,,Shell Houston Open,2007,14
40585,T27,,Vaughn Taylor,1,181,0,0,,,Shell Houston Open,2007,14
40586,T27,,Jeff Gove,1,181,0,0,,,Shell Houston Open,2007,14
40587,T27,,John Cook,1,181,0,0,,,Shell Houston Open,2007,14
40588,T27,T37,David Toms,1,181,0,0,,,Shell Houston Open,2007,14
40589,T31,,John Senden,1,155,0,0,,,Shell Houston Open,2007,14
40590,T31,T48,Charley Hoffman,1,155,0,0,,,Shell Houston Open,2007,14
40591,T31,,Matt Hendrix,1,155,0,0,,,Shell Houston Open,2007,14
40592,T34,,Dicky Pride,1,138,0,0,,,Shell Houston Open,2007,14
40593,T34,,Craig Kanada,1,138,0,0,,,Shell Houston Open,2007,14
40594,T36,,Justin Leonard,1,115,0,0,,,Shell Houston Open,2007,14
40595,T36,,Chris Riley,1,115,0,0,,,Shell Houston Open,2007,14
40596,T36,,Marco Dawson,1,115,0,0,,,Shell Houston Open,2007,14
40597,T36,,Briny Baird,1,115,0,0,,,Shell Houston Open,2007,14
40598,T36,,Gavin Coles,1,115,0,0,,,Shell Houston Open,2007,14
40599,T36,,John Mallinger,1,115,0,0,,,Shell Houston Open,2007,14
40600,T42,,Nick Watney,1,83,0,0,,,Shell Houston Open,2007,14
40601,T42,,George McNeill,1,83,0,0,,,Shell Houston Open,2007,14
40602,T42,,D.J. Brigman,1,83,0,0,,,Shell Houston Open,2007,14
40603,T42,,Alex Cejka,1,83,0,0,,,Shell Houston Open,2007,14
40604,T42,,Chris Couch,1,83,0,0,,,Shell Houston Open,2007,14
40605,T42,,Woody Austin,1,83,0,0,,,Shell Houston Open,2007,14
40606,T42,,Craig Bowden,1,83,0,0,,,Shell Houston Open,2007,14
40607,T49,,Steve Flesch,1,61,0,0,,,Shell Houston Open,2007,14
40608,T49,,Ken Duke,1,61,0,0,,,Shell Houston Open,2007,14
40609,T49,,Mathew Goggin,1,61,0,0,,,Shell Houston Open,2007,14
40610,T49,T43,David Howell,1,61,0,0,,,Shell Houston Open,2007,14
40611,T49,,Anders Hansen,1,61,0,0,,,Shell Houston Open,2007,14
40612,T49,,Parker McLachlin,1,61,0,0,,,Shell Houston Open,2007,14
40613,T49,,Kyle Reifers,1,61,0,0,,,Shell Houston Open,2007,14
40614,T56,,Michael Putnam,1,56,0,0,,,Shell Houston Open,2007,14
40615,T56,,Greg Owen,1,56,0,0,,,Shell Houston Open,2007,14
40616,T56,,Lee Westwood,1,56,0,0,,,Shell Houston Open,2007,14
40617,T56,,Kevin Sutherland,1,56,0,0,,,Shell Houston Open,2007,14
40618,T56,,Joey Sindelar,1,56,0,0,,,Shell Houston Open,2007,14
40619,T56,,Billy Mayfair,1,56,0,0,,,Shell Houston Open,2007,14
40620,T62,,Jim Rutledge,1,53,0,0,,,Shell Houston Open,2007,14
40621,T62,,Dudley Hart,1,53,0,0,,,Shell Houston Open,2007,14
40622,T62,,Shaun Micheel,1,53,0,0,,,Shell Houston Open,2007,14
40623,T62,50,Tim Clark,1,53,0,0,,,Shell Houston Open,2007,14
40624,T66,,Charles Warren,1,52,0,0,,,Shell Houston Open,2007,14
40625,T66,,Rich Barcelo,1,52,0,0,,,Shell Houston Open,2007,14
40626,T66,,Blaine McCallister,1,52,0,0,,,Shell Houston Open,2007,14
40627,T69,,Bob Tway,1,50,0,0,,,Shell Houston Open,2007,14
40628,T69,,"Wes Short, Jr.",1,50,0,0,,,Shell Houston Open,2007,14
40629,T69,,Ryuji Imada,1,50,0,0,,,Shell Houston Open,2007,14
40630,T69,,David Branshaw,1,50,0,0,,,Shell Houston Open,2007,14
40631,T69,,Steve Marino,1,50,0,0,,,Shell Houston Open,2007,14
40632,T74,,Michael Boyd,1,48,0,0,,,Shell Houston Open,2007,14
40633,T74,,Steve Allan,1,48,0,0,,,Shell Houston Open,2007,14
40634,T76,,Brian Gay,1,47,0,0,,,Shell Houston Open,2007,14
40635,T76,,John Merrick,1,47,0,0,,,Shell Houston Open,2007,14
40636,1,T21,Tiger Woods,1,"4,725",1,1,,,World Golf Championships-CA Championship,2007,13
40637,2,,Brett Wetterich,1,"2,835",0,1,,,World Golf Championships-CA Championship,2007,13
