INDEX,RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,POINTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,RESET POINTS,TOURNAMENT NAME,SEASON,WEEK NUMBER
13348,T47,,Sean O'Hair,1,9,0,0,,,Waste Management Phoenix Open,2017,12
13349,T47,,Bud Cauley,1,9,0,0,,,Waste Management Phoenix Open,2017,12
13350,T52,,Vaughn Taylor,1,7,0,0,,,Waste Management Phoenix Open,2017,12
13351,T52,,Jason Bohn,1,7,0,0,,,Waste Management Phoenix Open,2017,12
13352,T52,,Boo Weekley,1,7,0,0,,,Waste Management Phoenix Open,2017,12
13353,T52,T20,Jonas Blixt,1,7,0,0,,,Waste Management Phoenix Open,2017,12
13354,T52,T41,Scott Brown,1,7,0,0,,,Waste Management Phoenix Open,2017,12
13355,T57,,Seung-Yul Noh,1,5,0,0,,,Waste Management Phoenix Open,2017,12
13356,T57,,Patton Kizzire,1,5,0,0,,,Waste Management Phoenix Open,2017,12
13357,T57,T14,Harris English,1,5,0,0,,,Waste Management Phoenix Open,2017,12
13358,T57,T72,Jon Curran,1,5,0,0,,,Waste Management Phoenix Open,2017,12
13359,T61,,Ken Duke,1,5,0,0,,,Waste Management Phoenix Open,2017,12
13360,T61,,Ryan Moore,1,5,0,0,,,Waste Management Phoenix Open,2017,12
13361,T63,T66,Hunter Mahan,1,4,0,0,,,Waste Management Phoenix Open,2017,12
13362,T63,,Chad Collins,1,4,0,0,,,Waste Management Phoenix Open,2017,12
13363,T63,T33,Emiliano Grillo,1,4,0,0,,,Waste Management Phoenix Open,2017,12
13364,T66,,J.J. Henry,1,4,0,0,,,Waste Management Phoenix Open,2017,12
13365,T66,,Charlie Beljan,1,4,0,0,,,Waste Management Phoenix Open,2017,12
13366,T68,,Andrew Johnston,1,3,0,0,,,Waste Management Phoenix Open,2017,12
13367,T68,,Patrick Reed,1,3,0,0,,,Waste Management Phoenix Open,2017,12
13368,T68,,Harold Varner III,1,3,0,0,,,Waste Management Phoenix Open,2017,12
13369,T71,T20,Tyrone Van Aswegen,1,3,0,0,,,Waste Management Phoenix Open,2017,12
13370,T71,,Jamie Lovemark,1,3,0,0,,,Waste Management Phoenix Open,2017,12
13371,73,,Scott Piercy,1,3,0,0,,,Waste Management Phoenix Open,2017,12
13372,74,,Alex Cejka,1,3,0,0,,,Waste Management Phoenix Open,2017,12
13373,75,,Kevin Chappell,1,3,0,0,,,Waste Management Phoenix Open,2017,12
13374,1,T34,Jon Rahm,1,500,1,1,,,Farmers Insurance Open,2017,11
13375,T2,T12,Charles Howell III,1,245,0,1,,,Farmers Insurance Open,2017,11
13376,T2,,C.T. Pan,1,245,0,1,,,Farmers Insurance Open,2017,11
13377,T4,,Justin Rose,1,104,0,1,,,Farmers Insurance Open,2017,11
13378,T4,,Pat Perez,1,104,0,1,,,Farmers Insurance Open,2017,11
13379,T4,,Tony Finau,1,104,0,1,,,Farmers Insurance Open,2017,11
13380,T4,T25,Keegan Bradley,1,104,0,1,,,Farmers Insurance Open,2017,11
13381,T4,,Patrick Rodgers,1,104,0,1,,,Farmers Insurance Open,2017,11
13382,T9,T3,Brian Harman,1,70,0,1,,,Farmers Insurance Open,2017,11
13383,T9,,Brandt Snedeker,1,70,0,1,,,Farmers Insurance Open,2017,11
13384,T9,,Robert Streb,1,70,0,1,,,Farmers Insurance Open,2017,11
13385,T9,T49,J.J. Spaun,1,70,0,1,,,Farmers Insurance Open,2017,11
13386,T9,T56,Ollie Schniederjans,1,70,0,1,,,Farmers Insurance Open,2017,11
13387,T14,T21,Phil Mickelson,1,52,0,0,,,Farmers Insurance Open,2017,11
13388,T14,T68,Rory Sabbatini,1,52,0,0,,,Farmers Insurance Open,2017,11
13389,T14,T12,Francesco Molinari,1,52,0,0,,,Farmers Insurance Open,2017,11
13390,T14,,Kyle Stanley,1,52,0,0,,,Farmers Insurance Open,2017,11
13391,T14,,Michael Thompson,1,52,0,0,,,Farmers Insurance Open,2017,11
13392,T14,,Harris English,1,52,0,0,,,Farmers Insurance Open,2017,11
13393,T20,,Stewart Cink,1,38,0,0,,,Farmers Insurance Open,2017,11
13394,T20,,Marc Leishman,1,38,0,0,,,Farmers Insurance Open,2017,11
13395,T20,,Jonas Blixt,1,38,0,0,,,Farmers Insurance Open,2017,11
13396,T20,T6,Brendan Steele,1,38,0,0,,,Farmers Insurance Open,2017,11
13397,T20,T49,Ryo Ishikawa,1,38,0,0,,,Farmers Insurance Open,2017,11
13398,T20,,Gary Woodland,1,38,0,0,,,Farmers Insurance Open,2017,11
13399,T20,T9,Richy Werenski,1,38,0,0,,,Farmers Insurance Open,2017,11
13400,T20,,Tyrone Van Aswegen,1,38,0,0,,,Farmers Insurance Open,2017,11
13401,T28,T56,Paul Casey,1,28,0,0,,,Farmers Insurance Open,2017,11
13402,T28,T34,Jhonattan Vegas,1,28,0,0,,,Farmers Insurance Open,2017,11
13403,T28,,Martin Flores,1,28,0,0,,,Farmers Insurance Open,2017,11
13404,T28,T49,Roberto Castro,1,28,0,0,,,Farmers Insurance Open,2017,11
13405,T28,,Kelly Kraft,1,28,0,0,,,Farmers Insurance Open,2017,11
13406,T33,T40,Lucas Glover,1,21,0,0,,,Farmers Insurance Open,2017,11
13407,T33,,J.B. Holmes,1,21,0,0,,,Farmers Insurance Open,2017,11
13408,T33,,Emiliano Grillo,1,21,0,0,,,Farmers Insurance Open,2017,11
13409,T33,,Hideki Matsuyama,1,21,0,0,,,Farmers Insurance Open,2017,11
13410,T33,,Shane Lowry,1,21,0,0,,,Farmers Insurance Open,2017,11
13411,T33,,Cameron Smith,1,21,0,0,,,Farmers Insurance Open,2017,11
13412,T39,T63,Ryan Armour,1,17,0,0,,,Farmers Insurance Open,2017,11
13413,T39,,Kyle Reifers,1,17,0,0,,,Farmers Insurance Open,2017,11
13414,T41,T49,Bryce Molder,1,12,0,0,,,Farmers Insurance Open,2017,11
13415,T41,T25,Tim Wilkinson,1,12,0,0,,,Farmers Insurance Open,2017,11
13416,T41,,Louis Oosthuizen,1,12,0,0,,,Farmers Insurance Open,2017,11
13417,T41,T71,Ryan Brehm,1,12,0,0,,,Farmers Insurance Open,2017,11
13418,T41,T56,Scott Brown,1,12,0,0,,,Farmers Insurance Open,2017,11
13419,T41,,Kevin Tway,1,12,0,0,,,Farmers Insurance Open,2017,11
13420,T41,T34,Zac Blair,1,12,0,0,,,Farmers Insurance Open,2017,11
13421,T41,T25,Brian Campbell,1,12,0,0,,,Farmers Insurance Open,2017,11
13422,T49,,Mark Anderson,1,8,0,0,,,Farmers Insurance Open,2017,11
13423,T49,2,Adam Hadwin,1,8,0,0,,,Farmers Insurance Open,2017,11
13424,T49,,Byeong Hun An,1,8,0,0,,,Farmers Insurance Open,2017,11
13425,T49,T49,Trey Mullinax,1,8,0,0,,,Farmers Insurance Open,2017,11
13426,T53,,Charley Hoffman,1,5,0,0,,,Farmers Insurance Open,2017,11
13427,T53,T34,Nick Taylor,1,5,0,0,,,Farmers Insurance Open,2017,11
13428,T53,,Johnson Wagner,1,5,0,0,,,Farmers Insurance Open,2017,11
13429,T53,,Graham DeLaet,1,5,0,0,,,Farmers Insurance Open,2017,11
13430,T53,,Camilo Villegas,1,5,0,0,,,Farmers Insurance Open,2017,11
13431,T53,,Jonathan Randolph,1,5,0,0,,,Farmers Insurance Open,2017,11
13432,T53,,Mackenzie Hughes,1,5,0,0,,,Farmers Insurance Open,2017,11
13433,T53,T21,Michael Kim,1,5,0,0,,,Farmers Insurance Open,2017,11
13434,T53,,Sebastian Munoz,1,5,0,0,,,Farmers Insurance Open,2017,11
13435,62,,Julian Etulain,1,4,0,0,,,Farmers Insurance Open,2017,11
13436,T63,,John Senden,1,4,0,0,,,Farmers Insurance Open,2017,11
13437,T63,T25,Ryan Blaum,1,4,0,0,,,Farmers Insurance Open,2017,11
13438,T63,,Billy Horschel,1,4,0,0,,,Farmers Insurance Open,2017,11
13439,T66,,Hunter Mahan,1,3,0,0,,,Farmers Insurance Open,2017,11
13440,T66,,Kevin Streelman,1,3,0,0,,,Farmers Insurance Open,2017,11
13441,T66,,Brad Fritsch,1,3,0,0,,,Farmers Insurance Open,2017,11
13442,T66,,Derek Fathauer,1,3,0,0,,,Farmers Insurance Open,2017,11
13443,70,,Cameron Percy,1,3,0,0,,,Farmers Insurance Open,2017,11
13444,71,,Cameron Tringale,1,3,0,0,,,Farmers Insurance Open,2017,11
13445,1,T13,Hudson Swafford,1,500,1,1,,,CareerBuilder Challenge,2017,10
13446,2,,Adam Hadwin,1,300,0,1,,,CareerBuilder Challenge,2017,10
13447,T3,T20,Brian Harman,1,163,0,1,,,CareerBuilder Challenge,2017,10
13448,T3,,Bud Cauley,1,163,0,1,,,CareerBuilder Challenge,2017,10
13449,5,,Dominic Bozzelli,1,110,0,1,,,CareerBuilder Challenge,2017,10
13450,T6,T69,Chad Campbell,1,95,0,1,,,CareerBuilder Challenge,2017,10
13451,T6,,Brendan Steele,1,95,0,1,,,CareerBuilder Challenge,2017,10
13452,8,,Scott Stallings,1,85,0,1,,,CareerBuilder Challenge,2017,10
13453,T9,T11,Sean O'Hair,1,75,0,1,,,CareerBuilder Challenge,2017,10
13454,T9,,Martin Laird,1,75,0,1,,,CareerBuilder Challenge,2017,10
13455,T9,T47,Richy Werenski,1,75,0,1,,,CareerBuilder Challenge,2017,10
13456,T12,T8,Charles Howell III,1,58,0,0,,,CareerBuilder Challenge,2017,10
13457,T12,,Francesco Molinari,1,58,0,0,,,CareerBuilder Challenge,2017,10
13458,T12,T8,Chez Reavie,1,58,0,0,,,CareerBuilder Challenge,2017,10
13459,T12,,Grayson Murray,1,58,0,0,,,CareerBuilder Challenge,2017,10
13460,T12,,Patrick Reed,1,58,0,0,,,CareerBuilder Challenge,2017,10
13461,T17,,Greg Owen,1,48,0,0,,,CareerBuilder Challenge,2017,10
13462,T17,,Robert Garrigus,1,48,0,0,,,CareerBuilder Challenge,2017,10
13463,T17,T13,Bill Haas,1,48,0,0,,,CareerBuilder Challenge,2017,10
13464,T17,73,Whee Kim,1,48,0,0,,,CareerBuilder Challenge,2017,10
13465,T21,,Phil Mickelson,1,40,0,0,,,CareerBuilder Challenge,2017,10
13466,T21,T47,Seamus Power,1,40,0,0,,,CareerBuilder Challenge,2017,10
13467,T21,,Chris Kirk,1,40,0,0,,,CareerBuilder Challenge,2017,10
13468,T21,T20,Michael Kim,1,40,0,0,,,CareerBuilder Challenge,2017,10
13469,T25,,Steven Alker,1,30,0,0,,,CareerBuilder Challenge,2017,10
13470,T25,,Geoff Ogilvy,1,30,0,0,,,CareerBuilder Challenge,2017,10
13471,T25,T34,Tim Wilkinson,1,30,0,0,,,CareerBuilder Challenge,2017,10
13472,T25,,Jason Dufner,1,30,0,0,,,CareerBuilder Challenge,2017,10
13473,T25,T69,Ryan Blaum,1,30,0,0,,,CareerBuilder Challenge,2017,10
13474,T25,T4,Kevin Kisner,1,30,0,0,,,CareerBuilder Challenge,2017,10
13475,T25,,Anirban Lahiri,1,30,0,0,,,CareerBuilder Challenge,2017,10
13476,T25,,Keegan Bradley,1,30,0,0,,,CareerBuilder Challenge,2017,10
13477,T25,,Brian Campbell,1,30,0,0,,,CareerBuilder Challenge,2017,10
13478,T34,,Nick Taylor,1,19,0,0,,,CareerBuilder Challenge,2017,10
13479,T34,,Jhonattan Vegas,1,19,0,0,,,CareerBuilder Challenge,2017,10
13480,T34,T47,David Lingmerth,1,19,0,0,,,CareerBuilder Challenge,2017,10
13481,T34,T54,Zac Blair,1,19,0,0,,,CareerBuilder Challenge,2017,10
13482,T34,,Jon Rahm,1,19,0,0,,,CareerBuilder Challenge,2017,10
13483,T34,T61,J.T. Poston,1,19,0,0,,,CareerBuilder Challenge,2017,10
13484,T40,68,Ken Duke,1,12,0,0,,,CareerBuilder Challenge,2017,10
13485,T40,T54,Vaughn Taylor,1,12,0,0,,,CareerBuilder Challenge,2017,10
13486,T40,T54,Scott Piercy,1,12,0,0,,,CareerBuilder Challenge,2017,10
13487,T40,,Lucas Glover,1,12,0,0,,,CareerBuilder Challenge,2017,10
13488,T40,T13,Luke List,1,12,0,0,,,CareerBuilder Challenge,2017,10
13489,T40,T34,Andres Gonzales,1,12,0,0,,,CareerBuilder Challenge,2017,10
13490,T40,,Danny Lee,1,12,0,0,,,CareerBuilder Challenge,2017,10
13491,T40,T34,Shawn Stefani,1,12,0,0,,,CareerBuilder Challenge,2017,10
13492,T40,T65,Jon Curran,1,12,0,0,,,CareerBuilder Challenge,2017,10
13493,T49,T47,Bryce Molder,1,7,0,0,,,CareerBuilder Challenge,2017,10
13494,T49,,Ryo Ishikawa,1,7,0,0,,,CareerBuilder Challenge,2017,10
13495,T49,,Roberto Castro,1,7,0,0,,,CareerBuilder Challenge,2017,10
13496,T49,,Patton Kizzire,1,7,0,0,,,CareerBuilder Challenge,2017,10
13497,T49,,Nicholas Lindheim,1,7,0,0,,,CareerBuilder Challenge,2017,10
13498,T49,,J.J. Spaun,1,7,0,0,,,CareerBuilder Challenge,2017,10
13499,T49,T54,Trey Mullinax,1,7,0,0,,,CareerBuilder Challenge,2017,10
13500,T56,,Steven Bowditch,1,5,0,0,,,CareerBuilder Challenge,2017,10
13501,T56,,Paul Casey,1,5,0,0,,,CareerBuilder Challenge,2017,10
13502,T56,,David Hearn,1,5,0,0,,,CareerBuilder Challenge,2017,10
13503,T56,T61,Scott Brown,1,5,0,0,,,CareerBuilder Challenge,2017,10
13504,T56,,John Peterson,1,5,0,0,,,CareerBuilder Challenge,2017,10
13505,T56,T26,Ollie Schniederjans,1,5,0,0,,,CareerBuilder Challenge,2017,10
13506,T56,T74,Brandon Hagy,1,5,0,0,,,CareerBuilder Challenge,2017,10
13507,T63,,Ryan Armour,1,4,0,0,,,CareerBuilder Challenge,2017,10
13508,T63,,D.A. Points,1,4,0,0,,,CareerBuilder Challenge,2017,10
13509,T63,T13,Webb Simpson,1,4,0,0,,,CareerBuilder Challenge,2017,10
13510,T66,T34,Kevin Na,1,3,0,0,,,CareerBuilder Challenge,2017,10
13511,T66,,Miguel Angel Carballo,1,3,0,0,,,CareerBuilder Challenge,2017,10
13512,T68,T43,Rory Sabbatini,1,3,0,0,,,CareerBuilder Challenge,2017,10
13513,T68,,Smylie Kaufman,1,3,0,0,,,CareerBuilder Challenge,2017,10
13514,70,T69,Tag Ridings,1,3,0,0,,,CareerBuilder Challenge,2017,10
13515,T71,,Aaron Baddeley,1,2,0,0,,,CareerBuilder Challenge,2017,10
13516,T71,T43,Ryan Brehm,1,2,0,0,,,CareerBuilder Challenge,2017,10
13517,73,T26,Peter Malnati,1,2,0,0,,,CareerBuilder Challenge,2017,10
13518,1,1,Justin Thomas,1,500,1,1,,,Sony Open in Hawaii,2017,9
13519,2,,Justin Rose,1,300,0,1,,,Sony Open in Hawaii,2017,9
13520,3,T3,Jordan Spieth,1,190,0,1,,,Sony Open in Hawaii,2017,9
13521,T4,,Jamie Lovemark,1,123,0,1,,,Sony Open in Hawaii,2017,9
13522,T4,,Kevin Kisner,1,123,0,1,,,Sony Open in Hawaii,2017,9
13523,T6,,Zach Johnson,1,95,0,1,,,Sony Open in Hawaii,2017,9
13524,T6,,Gary Woodland,1,95,0,1,,,Sony Open in Hawaii,2017,9
13525,T8,,Charles Howell III,1,83,0,1,,,Sony Open in Hawaii,2017,9
13526,T8,,Chez Reavie,1,83,0,1,,,Sony Open in Hawaii,2017,9
13527,10,T12,Jim Herman,1,75,0,1,,,Sony Open in Hawaii,2017,9
13528,T11,,Sean O'Hair,1,68,0,0,,,Sony Open in Hawaii,2017,9
13529,T11,T17,Russell Knox,1,68,0,0,,,Sony Open in Hawaii,2017,9
13530,T13,,Brian Gay,1,53,0,0,,,Sony Open in Hawaii,2017,9
13531,T13,,Bill Haas,1,53,0,0,,,Sony Open in Hawaii,2017,9
13532,T13,,Luke List,1,53,0,0,,,Sony Open in Hawaii,2017,9
13533,T13,,Webb Simpson,1,53,0,0,,,Sony Open in Hawaii,2017,9
13534,T13,32,Branden Grace,1,53,0,0,,,Sony Open in Hawaii,2017,9
13535,T13,,Russell Henley,1,53,0,0,,,Sony Open in Hawaii,2017,9
13536,T13,,Hudson Swafford,1,53,0,0,,,Sony Open in Hawaii,2017,9
13537,T20,,Marc Leishman,1,39,0,0,,,Sony Open in Hawaii,2017,9
13538,T20,,Brian Harman,1,39,0,0,,,Sony Open in Hawaii,2017,9
13539,T20,29,Billy Hurley III,1,39,0,0,,,Sony Open in Hawaii,2017,9
13540,T20,T9,Tony Finau,1,39,0,0,,,Sony Open in Hawaii,2017,9
13541,T20,,Michael Thompson,1,39,0,0,,,Sony Open in Hawaii,2017,9
13542,T20,,Michael Kim,1,39,0,0,,,Sony Open in Hawaii,2017,9
13543,T26,,Y.E. Yang,1,27,0,0,,,Sony Open in Hawaii,2017,9
13544,T26,2,Hideki Matsuyama,1,27,0,0,,,Sony Open in Hawaii,2017,9
13545,T26,,John Huh,1,27,0,0,,,Sony Open in Hawaii,2017,9
13546,T26,,Peter Malnati,1,27,0,0,,,Sony Open in Hawaii,2017,9
13547,T26,T25,Mackenzie Hughes,1,27,0,0,,,Sony Open in Hawaii,2017,9
13548,T26,,Kelly Kraft,1,27,0,0,,,Sony Open in Hawaii,2017,9
13549,T26,,Cameron Smith,1,27,0,0,,,Sony Open in Hawaii,2017,9
13550,T26,,Ollie Schniederjans,1,27,0,0,,,Sony Open in Hawaii,2017,9
13551,T34,,Stewart Cink,1,16,0,0,,,Sony Open in Hawaii,2017,9
13552,T34,,Tim Wilkinson,1,16,0,0,,,Sony Open in Hawaii,2017,9
13553,T34,,Kevin Na,1,16,0,0,,,Sony Open in Hawaii,2017,9
13554,T34,,Daniel Summerhays,1,16,0,0,,,Sony Open in Hawaii,2017,9
13555,T34,,Andres Gonzales,1,16,0,0,,,Sony Open in Hawaii,2017,9
13556,T34,,Kyle Stanley,1,16,0,0,,,Sony Open in Hawaii,2017,9
13557,T34,T22,James Hahn,1,16,0,0,,,Sony Open in Hawaii,2017,9
13558,T34,,Ben Martin,1,16,0,0,,,Sony Open in Hawaii,2017,9
13559,T34,,Shawn Stefani,1,16,0,0,,,Sony Open in Hawaii,2017,9
13560,T43,,Rory Sabbatini,1,10,0,0,,,Sony Open in Hawaii,2017,9
13561,T43,,Ryan Brehm,1,10,0,0,,,Sony Open in Hawaii,2017,9
13562,T43,T22,Brian Stuard,1,10,0,0,,,Sony Open in Hawaii,2017,9
13563,T43,T14,Daniel Berger,1,10,0,0,,,Sony Open in Hawaii,2017,9
13564,T47,,Bryce Molder,1,7,0,0,,,Sony Open in Hawaii,2017,9
13565,T47,,Seamus Power,1,7,0,0,,,Sony Open in Hawaii,2017,9
13566,T47,T9,William McGirt,1,7,0,0,,,Sony Open in Hawaii,2017,9
13567,T47,,David Lingmerth,1,7,0,0,,,Sony Open in Hawaii,2017,9
13568,T47,,Robert Streb,1,7,0,0,,,Sony Open in Hawaii,2017,9
13569,T47,,Richy Werenski,1,7,0,0,,,Sony Open in Hawaii,2017,9
13570,T47,,Bryson DeChambeau,1,7,0,0,,,Sony Open in Hawaii,2017,9
13571,T54,,Vijay Singh,1,5,0,0,,,Sony Open in Hawaii,2017,9
13572,T54,24,Vaughn Taylor,1,5,0,0,,,Sony Open in Hawaii,2017,9
13573,T54,,Scott Piercy,1,5,0,0,,,Sony Open in Hawaii,2017,9
13574,T54,,Zac Blair,1,5,0,0,,,Sony Open in Hawaii,2017,9
13575,T54,,Trey Mullinax,1,5,0,0,,,Sony Open in Hawaii,2017,9
13576,59,,Jason Bohn,1,5,0,0,,,Sony Open in Hawaii,2017,9
13577,60,,Gonzalo Fernandez-Castano,1,4,0,0,,,Sony Open in Hawaii,2017,9
13578,T61,T17,Rod Pampling,1,4,0,0,,,Sony Open in Hawaii,2017,9
13579,T61,,Scott Brown,1,4,0,0,,,Sony Open in Hawaii,2017,9
13580,T61,,J.T. Poston,1,4,0,0,,,Sony Open in Hawaii,2017,9
13581,64,,Billy Horschel,1,3,0,0,,,Sony Open in Hawaii,2017,9
13582,T65,T3,Pat Perez,1,3,0,0,,,Sony Open in Hawaii,2017,9
13583,T65,,Jon Curran,1,3,0,0,,,Sony Open in Hawaii,2017,9
13584,67,20,Fabian Gomez,1,3,0,0,,,Sony Open in Hawaii,2017,9
13585,68,,Ken Duke,1,3,0,0,,,Sony Open in Hawaii,2017,9
13586,1,,Justin Thomas,1,500,1,1,0,,SBS Tournament of Champions,2017,8
13587,2,,Hideki Matsuyama,1,300,0,1,200,,SBS Tournament of Champions,2017,8
13588,T3,,Jordan Spieth,1,145,0,1,355,,SBS Tournament of Champions,2017,8
13589,T3,,Pat Perez,1,145,0,1,355,,SBS Tournament of Champions,2017,8
13590,T3,,Ryan Moore,1,145,0,1,355,,SBS Tournament of Champions,2017,8
13591,T6,,Dustin Johnson,1,92,0,1,408,,SBS Tournament of Champions,2017,8
13592,T6,,Patrick Reed,1,92,0,1,408,,SBS Tournament of Champions,2017,8
13593,T6,,Brendan Steele,1,92,0,1,408,,SBS Tournament of Champions,2017,8
13594,T9,,Tony Finau,1,75,0,1,425,,SBS Tournament of Champions,2017,8
13595,T9,,William McGirt,1,75,0,1,425,,SBS Tournament of Champions,2017,8
13596,T9,,Jimmy Walker,1,75,0,1,425,,SBS Tournament of Champions,2017,8
13597,T12,,Jim Herman,1,63,0,,437,,SBS Tournament of Champions,2017,8
13598,T12,,Jason Day,1,63,0,,437,,SBS Tournament of Champions,2017,8
13599,T14,,Cody Gribble,1,55,0,,445,,SBS Tournament of Champions,2017,8
13600,T14,,Daniel Berger,1,55,0,,445,,SBS Tournament of Champions,2017,8
13601,T14,,Brandt Snedeker,1,55,0,,445,,SBS Tournament of Champions,2017,8
13602,T17,,Russell Knox,1,49,0,,451,,SBS Tournament of Champions,2017,8
13603,T17,,Charley Hoffman,1,49,0,,451,,SBS Tournament of Champions,2017,8
13604,T17,,Rod Pampling,1,49,0,,451,,SBS Tournament of Champions,2017,8
13605,20,,Fabián Gómez,1,45,0,,455,,SBS Tournament of Champions,2017,8
13606,21,,Jason Dufner,1,43,0,,457,,SBS Tournament of Champions,2017,8
13607,T22,,Brian Stuard,1,40,0,,460,,SBS Tournament of Champions,2017,8
13608,T22,,James Hahn,1,40,0,,460,,SBS Tournament of Champions,2017,8
13609,24,,Vaughn Taylor,1,37,0,,463,,SBS Tournament of Champions,2017,8
13610,T25,,Aaron Baddeley,1,34,0,,466,,SBS Tournament of Champions,2017,8
13611,T25,,Bubba Watson,1,34,0,,466,,SBS Tournament of Champions,2017,8
13612,T25,,Mackenzie Hughes,1,34,0,,466,,SBS Tournament of Champions,2017,8
13613,28,,Greg Chalmers,1,31,0,,469,,SBS Tournament of Champions,2017,8
13614,29,,Billy Hurley III,1,30,0,,470,,SBS Tournament of Champions,2017,8
13615,T30,,Jhonattan Vegas,1,27,0,,473,,SBS Tournament of Champions,2017,8
13616,T30,,Si Woo Kim,1,27,0,,473,,SBS Tournament of Champions,2017,8
13617,32,,Branden Grace,1,25,0,,475,,SBS Tournament of Champions,2017,8
13618,1,,Mackenzie Hughes,1,500,1,1,,,The RSM Classic,2017,7
13619,T2,T26,Camilo Villegas,1,184,0,1,,,The RSM Classic,2017,7
13620,T2,,Billy Horschel,1,184,0,1,,,The RSM Classic,2017,7
13621,T2,,Blayne Barber,1,184,0,1,,,The RSM Classic,2017,7
13622,T5,,Jim Furyk,1,89,0,1,,,The RSM Classic,2017,7
13623,T5,T33,Jamie Lovemark,1,89,0,1,,,The RSM Classic,2017,7
13624,T5,T44,C.T. Pan,1,89,0,1,,,The RSM Classic,2017,7
13625,T5,,Ollie Schniederjans,1,89,0,1,,,The RSM Classic,2017,7
13626,T9,T14,Stewart Cink,1,70,0,1,,,The RSM Classic,2017,7
13627,T9,,Russell Henley,1,70,0,1,,,The RSM Classic,2017,7
13628,T9,,Patrick Rodgers,1,70,0,1,,,The RSM Classic,2017,7
13629,T12,T33,Chad Campbell,1,52,0,0,,,The RSM Classic,2017,7
13630,T12,T7,Charles Howell III,1,52,0,0,,,The RSM Classic,2017,7
13631,T12,,Bill Haas,1,52,0,0,,,The RSM Classic,2017,7
13632,T12,T7,Luke List,1,52,0,0,,,The RSM Classic,2017,7
13633,T12,66,Chris Stroud,1,52,0,0,,,The RSM Classic,2017,7
13634,T12,T26,Anirban Lahiri,1,52,0,0,,,The RSM Classic,2017,7
13635,T12,,Jim Herman,1,52,0,0,,,The RSM Classic,2017,7
13636,T12,,Michael Thompson,1,52,0,0,,,The RSM Classic,2017,7
13637,T20,,Cameron Percy,1,38,0,0,,,The RSM Classic,2017,7
13638,T20,,Jonathan Byrd,1,38,0,0,,,The RSM Classic,2017,7
13639,T20,,Tim Wilkinson,1,38,0,0,,,The RSM Classic,2017,7
13640,T20,T33,Brett Stegmaier,1,38,0,0,,,The RSM Classic,2017,7
13641,T20,,Kyle Stanley,1,38,0,0,,,The RSM Classic,2017,7
13642,T20,,Kelly Kraft,1,38,0,0,,,The RSM Classic,2017,7
13643,T26,,Andres Romero,1,29,0,0,,,The RSM Classic,2017,7
13644,T26,,William McGirt,1,29,0,0,,,The RSM Classic,2017,7
13645,T26,T44,Cameron Tringale,1,29,0,0,,,The RSM Classic,2017,7
13646,T26,T26,John Huh,1,29,0,0,,,The RSM Classic,2017,7
13647,T26,,Whee Kim,1,29,0,0,,,The RSM Classic,2017,7
13648,T26,,Michael Kim,1,29,0,0,,,The RSM Classic,2017,7
13649,T32,T33,Robert Garrigus,1,22,0,0,,,The RSM Classic,2017,7
13650,T32,,Sung Kang,1,22,0,0,,,The RSM Classic,2017,7
13651,T34,,Ryan Armour,1,16,0,0,,,The RSM Classic,2017,7
13652,T34,,Tag Ridings,1,16,0,0,,,The RSM Classic,2017,7
13653,T34,,Luke Donald,1,16,0,0,,,The RSM Classic,2017,7
13654,T34,,Ian Poulter,1,16,0,0,,,The RSM Classic,2017,7
13655,T34,,Lucas Glover,1,16,0,0,,,The RSM Classic,2017,7
13656,T34,T4,Kevin Streelman,1,16,0,0,,,The RSM Classic,2017,7
13657,T34,,Hiroshi Iwata,1,16,0,0,,,The RSM Classic,2017,7
13658,T34,T22,Webb Simpson,1,16,0,0,,,The RSM Classic,2017,7
13659,T34,T44,Hudson Swafford,1,16,0,0,,,The RSM Classic,2017,7
13660,T43,,Rory Sabbatini,1,9,0,0,,,The RSM Classic,2017,7
13661,T43,,D.A. Points,1,9,0,0,,,The RSM Classic,2017,7
13662,T43,,Steve Wheatcroft,1,9,0,0,,,The RSM Classic,2017,7
13663,T43,,Brandt Snedeker,1,9,0,0,,,The RSM Classic,2017,7
13664,T43,T22,Martin Flores,1,9,0,0,,,The RSM Classic,2017,7
13665,T43,,Tyler Aldridge,1,9,0,0,,,The RSM Classic,2017,7
13666,T43,T14,Jason Kokrak,1,9,0,0,,,The RSM Classic,2017,7
13667,T43,,Chesson Hadley,1,9,0,0,,,The RSM Classic,2017,7
13668,T51,,Steven Alker,1,6,0,0,,,The RSM Classic,2017,7
13669,T51,,Bryce Molder,1,6,0,0,,,The RSM Classic,2017,7
13670,T51,,Nicholas Lindheim,1,6,0,0,,,The RSM Classic,2017,7
13671,T54,T33,Jason Bohn,1,5,0,0,,,The RSM Classic,2017,7
13672,T54,,Sam Saunders,1,5,0,0,,,The RSM Classic,2017,7
13673,T54,,Seung-Yul Noh,1,5,0,0,,,The RSM Classic,2017,7
13674,T54,,Andres Gonzales,1,5,0,0,,,The RSM Classic,2017,7
13675,T54,,Robert Streb,1,5,0,0,,,The RSM Classic,2017,7
13676,T54,T26,J.J. Spaun,1,5,0,0,,,The RSM Classic,2017,7
